L.p.,"L.p. Nr Kombinacji",Nr Kombinacj i,Odcinek 1,Odcinek 2,Odcinek 3
1595,48843,88943,W36,W29,W43
1596,48848,53560,W22,W22,W10
1597,48908,116112,W47,W23,W12
1598,48949,58690,W24,W24,W40
1599,48953,119925,W48,W49,W25
1600,48978,119950,W48,W49,W50
1601,48992,98980,W40,W30,W30
1602,49031,118615,W48,W23,W15
1603,49062,58695,W24,W24,W45
1604,49099,119909,W48,W49,W9
1605,49101,58691,W24,W24,W41
1606,49118,58694,W24,W24,W44
1607,49154,15154,W7,W4,W4
1608,49173,94371,W38,W38,W21
1609,49189,34226,W14,W35,W26
1610,49261,94377,W38,W38,W27
1611,49314,48313,W20,W17,W13
1612,49330,63326,W26,W17,W26
1613,49367,52965,W22,W10,W15
1614,49374,94379,W38,W38,W29
1615,49412,53766,W22,W26,W16
1616,49571,53564,W22,W22,W14
1617,49590,17903,W8,W9,W3
1618,49628,94374,W38,W38,W24
1619,49639,98990,W40,W30,W40
1620,49751,98995,W40,W30,W45
1621,49789,98991,W40,W30,W41
1622,49802,94388,W38,W38,W38
1623,49807,98994,W40,W30,W44
1624,49828,41711,W17,W35,W11
1625,49841,94387,W38,W38,W37
1626,49872,71678,W29,W34,W28
1627,49927,53762,W22,W26,W12
1628,50130,59371,W24,W38,W21
1629,50143,118623,W48,W23,W23
1630,50150,94380,W38,W38,W30
1631,50176,101771,W41,W36,W21
1632,50214,43770,W18,W26,W20
1633,50229,59377,W24,W38,W27
1634,50269,101777,W41,W36,W27
1635,50344,86717,W35,W35,W17
1636,50379,59379,W24,W38,W29
1637,50405,41722,W17,W35,W22
1638,50406,101779,W41,W36,W29
1639,50438,101436,W41,W29,W36
1640,50511,52973,W22,W10,W23
1641,50683,101774,W41,W36,W24
1642,50696,59374,W24,W38,W24
1643,50699,2349,W1,W47,W49
1644,50732,88921,W36,W29,W21
1645,50830,43566,W18,W22,W16
1646,50834,2348,W1,W47,W48
1647,50840,94390,W38,W38,W40
1648,50848,101788,W41,W36,W38
1649,50854,88927,W36,W29,W27
1650,50891,59388,W24,W38,W38
1651,50900,101787,W41,W36,W37
1652,50942,59387,W24,W38,W37
1653,50959,116120,W47,W23,W20
1654,50973,94395,W38,W38,W45
1655,50976,149,W1,W3,W49
1656,51002,94391,W38,W38,W41
1657,51017,88929,W36,W29,W29
1658,51019,94394,W38,W38,W44
1659,51058,41726,W17,W35,W26
1660,51097,148,W1,W3,W48
1661,51098,48317,W20,W17,W17
1662,51227,101780,W41,W36,W30
1663,51300,59380,W24,W38,W30
1664,51308,66669,W27,W34,W19
1665,51320,119949,W48,W49,W49
1666,51323,88924,W36,W29,W24
1667,51340,101418,W41,W29,W18
1668,51346,43562,W18,W22,W12
1669,51405,63335,W26,W17,W35
1670,51443,119948,W48,W49,W48
1671,51453,34235,W14,W35,W35
1672,51454,43765,W18,W26,W15
1673,51480,101432,W41,W29,W32
1674,51520,88938,W36,W29,W38
1675,51523,73986,W30,W30,W36
1676,51558,2497,W1,W50,W47
1677,51573,88937,W36,W29,W37
1678,51689,101433,W41,W29,W33
1679,51816,74286,W30,W36,W36
1680,51818,53770,W22,W26,W20
1681,51909,86711,W35,W35,W11
1682,51942,101790,W41,W36,W40
1683,51968,88930,W36,W29,W30
1684,51998,118613,W48,W23,W13
1685,52056,101795,W41,W36,W45
1686,52085,101791,W41,W36,W41
1687,52087,117425,W47,W49,W25
1688,52104,101794,W41,W36,W44
1689,52107,59390,W24,W38,W40
1690,52124,117450,W47,W49,W50
1691,52215,101442,W41,W29,W42
1692,52229,59395,W24,W38,W45
1693,52252,117409,W47,W49,W9
1694,52269,59391,W24,W38,W41
1695,52279,116115,W47,W23,W15
1696,52291,59394,W24,W38,W44
1697,52372,52963,W22,W10,W13
1698,52405,68431,W28,W19,W31
1699,52420,66678,W27,W34,W28
1700,52431,86722,W35,W35,W22
1701,52439,53566,W22,W22,W16
1702,52551,73968,W30,W30,W18
1703,52586,101443,W41,W29,W43
1704,52625,43773,W18,W26,W23
1705,52705,5351,W3,W8,W1
1706,52710,73982,W30,W30,W32
1707,52793,88940,W36,W29,W40
1708,52828,84169,W34,W34,W19
1709,52840,48311,W20,W17,W11
1710,52864,74268,W30,W36,W18
1711,52926,88945,W36,W29,W45
1712,52933,53562,W22,W22,W12
1713,52940,73983,W30,W30,W33
1714,52959,88941,W36,W29,W41
1715,52976,88944,W36,W29,W44
1716,52999,86726,W35,W35,W26
1717,53009,74282,W30,W36,W32
1718,53024,53765,W22,W26,W15
1719,53053,7347,W3,W47,W47
1720,53064,19825,W8,W47,W25
1721,53093,19850,W8,W47,W50
1722,53189,41735,W17,W35,W35
1723,53208,43570,W18,W22,W20
1724,53238,19809,W8,W47,W9
1725,53251,74283,W30,W36,W33
1726,53308,5147,W3,W3,W47
1727,53322,17625,W8,W3,W25
1728,53350,17650,W8,W3,W50
1729,53394,48322,W20,W17,W22
1730,53430,447,W1,W9,W47
1731,53497,17609,W8,W3,W9
1732,53508,73992,W30,W30,W42
1733,53538,116123,W47,W23,W23
1734,53608,118617,W48,W23,W17
1735,53827,74292,W30,W36,W42
1736,53860,84178,W34,W34,W28
1737,53896,73993,W30,W30,W43
1738,53949,52967,W22,W10,W17
1739,54031,48326,W20,W17,W26
1740,54154,53773,W22,W26,W23
1741,54172,101421,W41,W29,W21
1742,54210,74293,W30,W36,W43
1743,54258,101427,W41,W29,W27
1744,54315,43565,W18,W22,W15
1745,54342,43763,W18,W26,W13
1746,54375,101429,W41,W29,W29
1747,54466,119903,W48,W49,W3
1748,54485,2303,W1,W47,W3
1749,54486,91636,W37,W33,W36
1750,54566,68889,W28,W28,W39
1751,54617,117449,W47,W49,W49
1752,54653,101424,W41,W29,W24
1753,54718,117448,W47,W49,W48
1754,54724,53570,W22,W22,W20
1755,54778,103,W1,W3,W3
1756,54804,101438,W41,W29,W38
1757,54814,64210,W26,W35,W10
1758,54831,101437,W41,W29,W37
1759,54848,86735,W35,W35,W35
1760,54973,5358,W3,W8,W8
1761,55108,118611,W48,W23,W11
1762,55123,101430,W41,W29,W30
1763,55234,91618,W37,W33,W18
1764,55343,91632,W37,W33,W32
1765,55384,116113,W47,W23,W13
1766,55437,43573,W18,W22,W23
1767,55470,64214,W26,W35,W14
1768,55480,52961,W22,W10,W11
1769,55532,91633,W37,W33,W33
1770,55618,118622,W48,W23,W22
1771,55657,73971,W30,W30,W21
1772,55662,19849,W8,W47,W49
1773,55749,73977,W30,W30,W27
1774,55780,19848,W8,W47,W48
1775,55815,101440,W41,W29,W40
1776,55829,53565,W22,W22,W15
1777,55865,53763,W22,W26,W13
1778,55877,43767,W18,W26,W17
1779,55898,73979,W30,W30,W29
1780,55928,101445,W41,W29,W45
1781,55947,17649,W8,W3,W49
1782,55957,101441,W41,W29,W41
1783,55974,101444,W41,W29,W44
1784,55978,52972,W22,W10,W22
1785,55983,91642,W37,W33,W42
1786,56029,74271,W30,W36,W21
1787,56077,17648,W8,W3,W48
1788,56134,20351,W9,W8,W1
1789,56146,48335,W20,W17,W35
1790,56147,74277,W30,W36,W27
1791,56205,73974,W30,W30,W24
1792,56237,118626,W48,W23,W26
1793,56269,74279,W30,W36,W29
1794,56288,91643,W37,W33,W43
1795,56372,73988,W30,W30,W38
1796,56412,73987,W30,W30,W37
1797,56434,19997,W8,W50,W47
1798,56532,74274,W30,W36,W24
1799,56553,52976,W22,W10,W26
1800,56626,22347,W9,W47,W47
1801,56699,74288,W30,W36,W38
1802,56725,73980,W30,W30,W30
1803,56738,10307,W5,W7,W7
1804,56740,74287,W30,W36,W37
1805,56854,5384,W3,W8,W34
1806,56910,20147,W9,W3,W47
1807,56921,53573,W22,W22,W23
1808,57016,116117,W47,W23,W17
1809,57060,43563,W18,W22,W13
1810,57082,74280,W30,W36,W30
1811,57301,53767,W22,W26,W17
1812,57326,43761,W18,W26,W11
1813,57426,73990,W30,W30,W40
1814,57557,73995,W30,W30,W45
1815,57577,91621,W37,W33,W21
1816,57581,73991,W30,W30,W41
1817,57599,73994,W30,W30,W44
1818,57653,91627,W37,W33,W27
1819,57765,91629,W37,W33,W29
1820,57779,46351,W19,W28,W1
1821,57800,43772,W18,W26,W22
1822,57816,74290,W30,W36,W40
1823,57833,64216,W26,W35,W16
1824,57858,117403,W47,W49,W3
1825,57933,74295,W30,W36,W45
1826,57964,74291,W30,W36,W41
1827,57982,74294,W30,W36,W44
1828,57986,91624,W37,W33,W24
1829,58060,17947,W8,W9,W47
1830,58071,119975,W48,W50,W25
1831,58081,118635,W48,W23,W35
1832,58096,120000,W48,W50,W50
1833,58138,91638,W37,W33,W38
1834,58179,91637,W37,W33,W37
1835,58223,119959,W48,W50,W9
1836,58279,64212,W26,W35,W12
1837,58296,20358,W9,W8,W8
1838,58320,5001,W3,W1,W1
1839,58417,43776,W18,W26,W26
1840,58437,52985,W22,W10,W35
1841,58440,91630,W37,W33,W30
1842,58526,43567,W18,W22,W17
1843,58543,53563,W22,W22,W13
1844,58646,116111,W47,W23,W11
1845,58805,53761,W22,W26,W11
1846,58966,91640,W37,W33,W40
1847,58985,68439,W28,W19,W39
1848,59025,19803,W8,W47,W3
1849,59068,91645,W37,W33,W45
1850,59087,91641,W37,W33,W41
1851,59105,91644,W37,W33,W44
1852,59115,116122,W47,W23,W22
1853,59193,49210,W20,W35,W10
1854,59232,53772,W22,W26,W22
1855,59318,17603,W8,W3,W3
1856,59423,117925,W48,W9,W25
1857,59449,117950,W48,W9,W50
1858,59570,117909,W48,W9,W9
1859,59596,46358,W19,W28,W8
1860,59772,116126,W47,W23,W26
1861,59831,64220,W26,W35,W20
1862,59862,53776,W22,W26,W26
1863,59879,49214,W20,W35,W14
1864,59940,7807,W4,W7,W7
1865,59953,53567,W22,W22,W17
1866,59981,43561,W18,W22,W11
1867,60096,20384,W9,W8,W34
1868,60132,119999,W48,W50,W49
1869,60217,119998,W48,W50,W48
1870,60233,43785,W18,W26,W35
1871,60381,43572,W18,W22,W22
1872,60420,5008,W3,W1,W8
1873,60706,5369,W3,W8,W19
1874,60714,64215,W26,W35,W15
1875,60962,43576,W18,W22,W26
1876,61074,46384,W19,W28,W34
1877,61270,119947,W48,W49,W47
1878,61364,53561,W22,W22,W11
1879,61440,117949,W48,W9,W49
1880,61484,20001,W9,W1,W1
1881,61527,117948,W48,W9,W48
1882,61535,117475,W47,W50,W25
1883,61551,117500,W47,W50,W50
1884,61616,53785,W22,W26,W35
1885,61665,117459,W47,W50,W9
1886,61679,351,W1,W8,W1
1887,61709,64223,W26,W35,W23
1888,61711,116135,W47,W23,W35
1889,61756,53572,W22,W22,W22
1890,61836,5378,W3,W8,W28
1891,62117,45901,W19,W19,W1
1892,62121,5034,W3,W1,W34
1893,62173,62236,W25,W45,W36
1894,62221,49216,W20,W35,W16
1895,62319,53576,W22,W22,W26
1896,62489,2347,W1,W47,W47
1897,62609,49212,W20,W35,W12
1898,62628,43585,W18,W22,W35
1899,62734,119953,W48,W50,W3
1900,62783,147,W1,W3,W47
1901,62865,115425,W47,W9,W25
1902,62889,115450,W47,W9,W50
1903,62972,64213,W26,W35,W13
1904,63006,115409,W47,W9,W9
1905,63053,62218,W25,W45,W18
1906,63179,62232,W25,W45,W32
1907,63418,62233,W25,W45,W33
1908,63420,20008,W9,W1,W8
1909,63445,20369,W9,W8,W19
1910,63579,117499,W47,W50,W49
1911,63651,358,W1,W8,W8
1912,63689,117498,W47,W50,W48
1913,63750,45908,W19,W19,W8
1914,63848,92136,W37,W43,W36
1915,63849,46369,W19,W28,W19
1916,63858,71681,W29,W34,W31
1917,63960,62242,W25,W45,W42
1918,64001,117903,W48,W9,W3
1919,64006,53585,W22,W22,W35
1920,64120,15307,W7,W7,W7
1921,64186,64217,W26,W35,W17
1922,64194,49220,W20,W35,W20
1923,64300,62243,W25,W45,W43
1924,64339,102036,W41,W41,W36
1925,64503,92118,W37,W43,W18
1926,64549,20378,W9,W8,W28
1927,64601,92132,W37,W43,W32
1928,64757,92133,W37,W43,W33
1929,64775,46378,W19,W28,W28
1930,64854,117447,W47,W49,W47
1931,64958,115449,W47,W9,W49
1932,65022,98686,W40,W24,W36
1933,65039,49215,W20,W35,W15
1934,65042,102018,W41,W41,W18
1935,65048,115448,W47,W9,W48
1936,65079,20034,W9,W1,W34
1937,65138,102032,W41,W41,W32
1938,65147,45934,W19,W19,W34
1939,65153,92142,W37,W43,W42
1940,65226,5019,W3,W1,W19
1941,65268,17851,W8,W8,W1
1942,65315,102033,W41,W41,W33
1943,65344,384,W1,W8,W34
1944,65397,92143,W37,W43,W43
1945,65440,64211,W26,W35,W11
1946,65701,98668,W40,W24,W18
1947,65722,102042,W41,W41,W42
1948,65752,64222,W26,W35,W22
1949,65797,98682,W40,W24,W32
1950,65965,98683,W40,W24,W33
1951,65983,102043,W41,W41,W43
1952,65996,66681,W27,W34,W31
1953,66013,62221,W25,W45,W21
1954,66098,62227,W25,W45,W27
1955,66103,49223,W20,W35,W23
1956,66157,88686,W36,W24,W36
1957,66241,62229,W25,W45,W29
1958,66305,19847,W8,W47,W47
1959,66326,64226,W26,W35,W26
1960,66349,5028,W3,W1,W28
1961,66352,119825,W48,W47,W25
1962,66381,119850,W48,W47,W50
1963,66400,98692,W40,W24,W42
1964,66433,117453,W47,W50,W3
1965,66477,119809,W48,W47,W9
1966,66535,62224,W25,W45,W24
1967,66644,98693,W40,W24,W43
1968,66657,117625,W48,W3,W25
1969,66672,17647,W8,W3,W47
1970,66684,92121,W37,W43,W21
1971,66688,117650,W48,W3,W50
1972,66727,62238,W25,W45,W38
1973,66749,1,W1,W1,W1
1974,66768,92127,W37,W43,W27
1975,66771,62237,W25,W45,W37
1976,66796,117609,W48,W3,W9
1977,66862,92129,W37,W43,W29
1978,67023,88668,W36,W24,W18
1979,67070,92124,W37,W43,W24
1980,67118,62230,W25,W45,W30
1981,67137,88682,W36,W24,W32
1982,67176,84181,W34,W34,W31
1983,67192,92138,W37,W43,W38
1984,67229,92137,W37,W43,W37
1985,67265,17858,W8,W8,W8
1986,67362,88683,W36,W24,W33
1987,67422,102021,W41,W41,W21
1988,67493,92130,W37,W43,W30
1989,67508,102027,W41,W41,W27
1990,67559,49213,W20,W35,W13
1991,67616,102029,W41,W41,W29
1992,67709,45919,W19,W19,W19
1993,67743,99386,W40,W38,W36
1994,67835,102024,W41,W41,W24
1995,67870,88692,W36,W24,W42
1996,67872,62240,W25,W45,W40
1997,67875,115403,W47,W9,W3
1998,67977,64235,W26,W35,W35
1999,68003,62245,W25,W45,W45
2000,68018,102037,W41,W41,W37
2001,68032,62241,W25,W45,W41
2002,68052,92140,W37,W43,W40
2003,68055,98671,W40,W24,W21
2004,68065,62244,W25,W45,W44
2005,68108,20019,W9,W1,W19
2006,68143,98677,W40,W24,W27
2007,68153,92145,W37,W43,W45
2008,68169,92141,W37,W43,W41
2009,68188,92144,W37,W43,W44
2010,68189,88693,W36,W24,W43
2011,68236,98679,W40,W24,W29
2012,68301,102030,W41,W41,W30
2013,68348,119849,W48,W47,W49
2014,68395,369,W1,W8,W19
2015,68448,119848,W48,W47,W48
2016,68450,98674,W40,W24,W24
2017,68486,99368,W40,W38,W18
2018,68573,98688,W40,W24,W38
2019,68581,99382,W40,W38,W32
2020,68588,53310,W22,W17,W10
2021,68616,98687,W40,W24,W37
2022,68665,117649,W48,W3,W49
2023,68692,45928,W19,W19,W28
2024,68732,117648,W48,W3,W48
2025,68744,99383,W40,W38,W33
2026,68809,8,W1,W1,W8
2027,68822,49217,W20,W35,W17
2028,68834,102040,W41,W41,W40
2029,68838,98680,W40,W24,W30
2030,68885,119997,W48,W50,W47
2031,68925,102045,W41,W41,W45
2032,68944,102041,W41,W41,W41
2033,68958,17884,W8,W8,W34
2034,68969,102044,W41,W41,W44
2035,69045,71689,W29,W34,W39
2036,69195,99392,W40,W38,W42
2037,69216,53314,W22,W17,W14
2038,69248,20028,W9,W1,W28
2039,69421,98690,W40,W24,W40
2040,69449,99393,W40,W38,W43
2041,69490,89386,W36,W38,W36
2042,69510,98695,W40,W24,W45
2043,69531,98691,W40,W24,W41
2044,69547,98694,W40,W24,W44
2045,69557,378,W1,W8,W28
2046,69758,88671,W36,W24,W21
2047,69847,88677,W36,W24,W27
2048,69959,88679,W36,W24,W29
2049,70182,117947,W48,W9,W47
2050,70219,88674,W36,W24,W24
2051,70262,49211,W20,W35,W11
2052,70333,89368,W36,W38,W18
2053,70355,17501,W8,W1,W1
2054,70374,88688,W36,W24,W38
2055,70419,88687,W36,W24,W37
2056,70446,89382,W36,W38,W32
2057,70501,117325,W47,W47,W25
2058,70538,117350,W47,W47,W50
2059,70570,34,W1,W1,W34
2060,70596,49222,W20,W35,W22
2061,70655,117309,W47,W47,W9
2062,70674,89383,W36,W38,W33
2063,70727,88680,W36,W24,W30
2064,70836,99371,W40,W38,W21
2065,70902,115125,W47,W3,W25
2066,70910,99377,W40,W38,W27
2067,70926,115150,W47,W3,W50
2068,70983,119803,W48,W47,W3
2069,71029,99379,W40,W38,W29
2070,71063,115109,W47,W3,W9
2071,71143,7375,W3,W48,W25
2072,71172,7400,W3,W48,W50
2073,71206,89392,W36,W38,W42
2074,71236,99374,W40,W38,W24
2075,71263,49226,W20,W35,W26
2076,71284,7359,W3,W48,W9
2077,71309,66689,W27,W34,W39
2078,71331,117603,W48,W3,W3
2079,71387,99388,W40,W38,W38
2080,71414,88690,W36,W24,W40
2081,71429,99387,W40,W38,W37
2082,71517,89393,W36,W38,W43
2083,71534,88695,W36,W24,W45
2084,71559,88691,W36,W24,W41
2085,71588,88694,W36,W24,W44
2086,71644,53316,W22,W17,W16
2087,71655,17869,W8,W8,W19
2088,71708,99380,W40,W38,W30
2089,72073,53312,W22,W17,W12
2090,72231,101651,W41,W34,W1
2091,72293,99390,W40,W38,W40
2092,72390,99395,W40,W38,W45
2093,72414,99391,W40,W38,W41
2094,72423,17508,W8,W1,W8
2095,72434,99394,W40,W38,W44
2096,72484,84189,W34,W34,W39
2097,72727,117349,W47,W47,W49
2098,72820,117348,W47,W47,W48
2099,72824,17878,W8,W8,W28
2100,73063,49235,W20,W35,W35
2101,73136,115149,W47,W3,W49
2102,73160,94486,W38,W40,W36
2103,73247,115148,W47,W3,W48
2104,73248,19,W1,W1,W19
2105,73269,89371,W36,W38,W21
2106,73375,89377,W36,W38,W27
2107,73406,117497,W47,W50,W47
2108,73497,89379,W36,W38,W29
2109,73509,7399,W3,W48,W49
2110,73622,7398,W3,W48,W48
2111,73635,101658,W41,W34,W8
2112,73777,89374,W36,W38,W24
2113,73858,53320,W22,W17,W20
2114,73926,94468,W38,W40,W18
2115,73942,89388,W36,W38,W38
2116,73985,89387,W36,W38,W37
2117,74015,94482,W38,W40,W32
2118,74214,17534,W8,W1,W34
2119,74217,94483,W38,W40,W33
2120,74321,89380,W36,W38,W30
2121,74473,28,W1,W1,W28
2122,74508,73686,W30,W24,W36
2123,74579,22375,W9,W48,W25
2124,74614,22400,W9,W48,W50
2125,74638,94492,W38,W40,W42
2126,74712,53315,W22,W17,W15
2127,74737,22359,W9,W48,W9
2128,74771,101684,W41,W34,W34
2129,74862,115447,W47,W9,W47
2130,74885,94493,W38,W40,W43
2131,75018,89390,W36,W38,W40
2132,75157,89395,W36,W38,W45
2133,75187,89391,W36,W38,W41
2134,75219,89394,W36,W38,W44
2135,75418,73668,W30,W24,W18
2136,75538,73682,W30,W24,W32
2137,75762,73683,W30,W24,W33
2138,75799,117303,W47,W47,W3
2139,75965,117851,W48,W8,W1
2140,76047,53323,W22,W17,W23
2141,76253,115103,W47,W3,W3
2142,76288,73692,W30,W24,W42
2143,76351,101669,W41,W34,W19
2144,76367,94471,W38,W40,W21
2145,76447,94477,W38,W40,W27
2146,76542,94479,W38,W40,W29
2147,76549,17519,W8,W1,W19
2148,76559,73693,W30,W24,W43
2149,76751,7353,W3,W48,W3
2150,76764,94474,W38,W40,W24
2151,76936,94487,W38,W40,W37
2152,76986,22399,W9,W48,W49
2153,77114,22398,W9,W48,W48
2154,77169,101678,W41,W34,W28
2155,77230,94480,W38,W40,W30
2156,77304,91836,W37,W37,W36
2157,77502,53313,W22,W17,W13
2158,77528,119847,W48,W47,W47
2159,77782,17528,W8,W1,W28
2160,77787,117858,W48,W8,W8
2161,77810,94490,W38,W40,W40
2162,77853,59486,W24,W40,W36
2163,77908,94495,W38,W40,W45
2164,77931,94491,W38,W40,W41
2165,77938,117647,W48,W3,W47
2166,77952,94494,W38,W40,W44
2167,77977,91818,W37,W37,W18
2168,78053,91832,W37,W37,W32
2169,78222,5381,W3,W8,W31
2170,78266,91833,W37,W37,W33
2171,78290,74386,W30,W38,W36
2172,78327,73671,W30,W24,W21
2173,78430,73677,W30,W24,W27
2174,78530,73679,W30,W24,W29
2175,78641,91842,W37,W37,W42
2176,78689,59468,W24,W40,W18
2177,78739,73674,W30,W24,W24
2178,78768,53317,W22,W17,W17
2179,78779,59482,W24,W40,W32
2180,78822,91843,W37,W37,W43
2181,78914,73688,W30,W24,W38
2182,78950,73687,W30,W24,W37
2183,79006,59483,W24,W40,W33
2184,79018,46381,W19,W28,W31
2185,79135,74368,W30,W38,W18
2186,79243,74382,W30,W38,W32
2187,79256,117884,W48,W8,W34
2188,79279,73680,W30,W24,W30
2189,79481,74383,W30,W38,W33
2190,79517,59492,W24,W40,W42
2191,79754,59493,W24,W40,W43
2192,79878,73690,W30,W24,W40
2193,79929,74392,W30,W38,W42
2194,79967,73695,W30,W24,W45
2195,79985,73691,W30,W24,W41
2196,80004,73694,W30,W24,W44
2197,80022,91821,W37,W37,W21
2198,80085,91827,W37,W37,W27
2199,80102,22353,W9,W48,W3
2200,80178,91829,W37,W37,W29
2201,80192,74393,W30,W38,W43
2202,80238,53311,W22,W17,W11
2203,80390,91824,W37,W37,W24
2204,80409,117501,W48,W1,W1
2205,80515,91838,W37,W37,W38
2206,80534,53322,W22,W17,W22
2207,80551,91837,W37,W37,W37
2208,80572,76186,W31,W24,W36
2209,80695,2375,W1,W48,W25
2210,80713,2400,W1,W48,W50
2211,80784,117869,W48,W8,W19
2212,80798,91830,W37,W37,W30
2213,80829,115351,W47,W8,W1
2214,80846,2359,W1,W48,W9
2215,81047,20381,W9,W8,W31
2216,81214,53326,W22,W17,W26
2217,81222,91840,W37,W37,W40
2218,81286,59471,W24,W40,W21
2219,81308,76168,W31,W24,W18
2220,81314,91845,W37,W37,W45
2221,81326,91841,W37,W37,W41
2222,81341,91844,W37,W37,W44
2223,81368,59477,W24,W40,W27
2224,81402,76182,W31,W24,W32
2225,81472,59479,W24,W40,W29
2226,81604,76183,W31,W24,W33
2227,81692,117878,W48,W8,W28
2228,81703,59474,W24,W40,W24
2229,81840,74371,W30,W38,W21
2230,81898,59487,W24,W40,W37
2231,81934,74377,W30,W38,W27
2232,82032,117508,W48,W1,W8
2233,82055,74379,W30,W38,W29
2234,82077,76192,W31,W24,W42
2235,82192,59480,W24,W40,W30
2236,82264,74374,W30,W38,W24
2237,82270,76193,W31,W24,W43
2238,82418,74388,W30,W38,W38
2239,82461,74387,W30,W38,W37
2240,82513,44210,W18,W35,W10
2241,82528,115358,W47,W8,W8
2242,82537,117347,W47,W47,W47
2243,82670,5031,W3,W1,W31
2244,82722,45931,W19,W19,W31
2245,82753,59490,W24,W40,W40
2246,82757,74380,W30,W38,W30
2247,82816,2399,W1,W48,W49
2248,82839,59495,W24,W40,W45
2249,82841,53335,W22,W17,W35
2250,82854,59491,W24,W40,W41
2251,82878,59494,W24,W40,W44
2252,82888,111336,W45,W27,W36
2253,82904,2398,W1,W48,W48
2254,82953,115147,W47,W3,W47
2255,83020,44214,W18,W35,W14
2256,83311,117534,W48,W1,W34
2257,83342,74390,W30,W38,W40
2258,83446,74395,W30,W38,W45
2259,83460,74391,W30,W38,W41
2260,83483,74394,W30,W38,W44
2261,83559,111318,W45,W27,W18
2262,83629,111332,W45,W27,W32
2263,83681,76171,W31,W24,W21
2264,83690,7397,W3,W48,W47
2265,83729,19875,W8,W48,W25
2266,83755,76177,W31,W24,W27
2267,83766,19900,W8,W48,W50
2268,83800,76886,W31,W38,W36
2269,83838,54210,W22,W35,W10
2270,83839,111333,W45,W27,W33
2271,83870,76179,W31,W24,W29
2272,83888,19859,W8,W48,W9
2273,83944,115384,W47,W8,W34
2274,84050,76174,W31,W24,W24
2275,84156,46389,W19,W28,W39
2276,84180,76188,W31,W24,W38
2277,84207,111342,W45,W27,W42
2278,84217,76187,W31,W24,W37
2279,84223,5389,W3,W8,W39
2280,84317,54214,W22,W35,W14
2281,84406,111343,W45,W27,W43
2282,84413,117519,W48,W1,W19
2283,84473,76180,W31,W24,W30
2284,84502,76868,W31,W38,W18
2285,84595,76882,W31,W38,W32
2286,84791,76883,W31,W38,W33
2287,84993,44216,W18,W35,W16
2288,85006,76190,W31,W24,W40
2289,85055,115369,W47,W8,W19
2290,85068,115001,W47,W1,W1
2291,85113,76195,W31,W24,W45
2292,85125,76191,W31,W24,W41
2293,85146,76194,W31,W24,W44
2294,85232,76892,W31,W38,W42
2295,85258,20031,W9,W1,W31
2296,85295,117528,W48,W1,W28
2297,85342,44212,W18,W35,W12
2298,85449,76893,W31,W38,W43
2299,85601,2353,W1,W48,W3
2300,85696,19899,W8,W48,W49
2301,85718,111321,W45,W27,W21
2302,85740,381,W1,W8,W31
2303,85781,111327,W45,W27,W27
2304,85786,19898,W8,W48,W48
2305,85873,111329,W45,W27,W29
2306,86013,115378,W47,W8,W28
2307,86026,68896,W28,W28,W46
2308,86072,111324,W45,W27,W24
2309,86202,111338,W45,W27,W38
2310,86224,111337,W45,W27,W37
2311,86294,54216,W22,W35,W16
2312,86467,111330,W45,W27,W30
2313,86653,54212,W22,W35,W12
2314,86665,22397,W9,W48,W47
2315,86712,115008,W47,W1,W8
2316,86769,44220,W18,W35,W20
2317,86832,20389,W9,W8,W39
2318,86892,76871,W31,W38,W21
2319,86957,76877,W31,W38,W27
2320,86987,111340,W45,W27,W40
2321,87051,76879,W31,W38,W29
2322,87066,111345,W45,W27,W45
2323,87079,111341,W45,W27,W41
2324,87095,111344,W45,W27,W44
2325,87193,101681,W41,W34,W31
2326,87231,76874,W31,W38,W24
2327,87234,72039,W29,W41,W39
2328,87304,44215,W18,W35,W15
2329,87380,76888,W31,W38,W38
2330,87410,76887,W31,W38,W37
2331,87551,45939,W19,W19,W39
2332,87686,76880,W31,W38,W30
2333,88036,54220,W22,W35,W20
2334,88048,115034,W47,W1,W34
2335,88155,17881,W8,W8,W31
2336,88218,76890,W31,W38,W40
2337,88277,5039,W3,W1,W39
2338,88326,76895,W31,W38,W45
2339,88339,76891,W31,W38,W41
2340,88355,19853,W8,W48,W3
2341,88358,76894,W31,W38,W44
2342,88430,44223,W18,W35,W23
2343,88626,54215,W22,W35,W15
2344,88869,115019,W47,W1,W19
2345,89322,67039,W27,W41,W39
2346,89450,44213,W18,W35,W13
2347,89547,68446,W28,W19,W46
2348,89746,92251,W37,W46,W1
2349,89775,54223,W22,W35,W23
2350,89819,115028,W47,W1,W28
2351,89900,31,W1,W1,W31
2352,90125,84539,W34,W41,W39
2353,90377,44217,W18,W35,W17
2354,90728,119875,W48,W48,W25
2355,90756,119900,W48,W48,W50
2356,90757,54213,W22,W35,W13
2357,90809,92258,W37,W46,W8
2358,90849,119859,W48,W48,W9
2359,90870,20039,W9,W1,W39
2360,90956,101689,W41,W34,W39
2361,91436,389,W1,W8,W39
2362,91659,44211,W18,W35,W11
2363,91700,92284,W37,W46,W34
2364,91710,54217,W22,W35,W17
2365,91802,44222,W18,W35,W22
2366,91951,2397,W1,W48,W47
2367,91966,91586,W37,W32,W36
2368,91969,59001,W24,W31,W1
2369,92046,92269,W37,W46,W19
